user_id,price,location,bedrooms,property_id,action
55,1572210,Adama,5,259,click
75,2801398,Hawassa,5,170,view
52,1335103,AddisAbaba,4,338,click
63,3413429,Hawassa,3,293,view
67,2972284,BahirDar,5,212,buy
71,2540282,Adama,4,392,click
1,1008741,BahirDar,3,447,click
79,1574493,Adama,2,295,click
1,3690155,DireDawa,1,465,save
55,2092423,Hawassa,5,160,save
36,875358,DireDawa,3,223,view
54,921053,Adama,1,435,click
15,1031145,Adama,5,291,view
30,3480678,Adama,3,484,save
68,1587280,DireDawa,3,136,click
41,2809366,DireDawa,1,452,click
71,1574972,AddisAbaba,1,335,click
19,1601805,AddisAbaba,4,246,save
82,2846102,BahirDar,4,394,view
14,3953624,Adama,4,279,buy
13,2820623,BahirDar,3,355,click
62,3049923,BahirDar,3,291,buy
16,2633686,Hawassa,2,467,buy
87,1749253,BahirDar,5,125,click
16,3927777,Adama,2,397,click
4,3974523,Hawassa,4,288,save
55,1341661,BahirDar,5,191,view
12,3855572,Adama,4,300,view
22,1788805,AddisAbaba,5,284,buy
46,988497,AddisAbaba,3,484,click
3,1164059,BahirDar,1,139,click
75,1310554,BahirDar,5,461,click
22,2573308,DireDawa,4,151,save
10,2185894,BahirDar,2,411,save
70,3705314,Adama,5,206,view
3,3179511,AddisAbaba,4,147,view
36,1173881,Adama,2,105,save
16,3285738,DireDawa,3,488,click
6,2326809,Adama,1,303,click
38,2534356,AddisAbaba,4,120,save
69,1514675,DireDawa,3,481,view
96,1189803,BahirDar,5,339,click
91,3525543,Hawassa,1,147,save
37,1629317,DireDawa,4,251,save
60,2826617,AddisAbaba,4,414,buy
98,2968703,AddisAbaba,3,214,buy
27,3538954,Adama,3,445,save
75,2023705,DireDawa,2,167,buy
72,1572640,Adama,2,416,view
46,2472490,AddisAbaba,3,288,buy
75,2212516,BahirDar,1,455,buy
52,3049316,AddisAbaba,2,314,view
100,3483877,Hawassa,4,327,view
82,2028569,Adama,5,290,view
83,2614343,BahirDar,3,191,save
61,3445868,Hawassa,3,436,click
62,1081095,Adama,3,254,save
2,2127248,Adama,3,124,view
55,3378247,Hawassa,5,191,view
66,2392376,DireDawa,2,166,save
23,3839222,AddisAbaba,1,404,buy
88,1394043,Hawassa,3,124,save
81,922720,BahirDar,5,288,buy
94,1217801,Adama,1,421,click
58,1772239,Hawassa,4,445,view
69,3068668,Hawassa,2,392,save
56,2750728,Hawassa,5,394,view
63,821921,BahirDar,1,347,view
58,3088062,BahirDar,3,128,view
62,2249272,AddisAbaba,4,377,click
5,1195219,Adama,3,220,buy
30,1456095,BahirDar,3,132,click
29,2148176,BahirDar,4,443,view
87,3806001,Adama,5,183,view
20,3081625,DireDawa,3,440,buy
9,2742996,AddisAbaba,4,339,buy
85,2773644,BahirDar,5,468,buy
34,2628043,BahirDar,1,374,save
93,1685492,BahirDar,2,239,click
62,1004051,BahirDar,5,134,click
1,3485315,Hawassa,2,117,view
52,3365496,Adama,5,446,click
67,3335373,AddisAbaba,3,225,view
38,2406600,Hawassa,3,167,click
94,3773888,AddisAbaba,5,306,view
76,1601237,BahirDar,2,454,buy
13,2400275,BahirDar,1,274,buy
55,2885453,DireDawa,4,464,view
90,1756421,BahirDar,3,141,view
55,3696956,DireDawa,1,350,save
29,927025,AddisAbaba,1,267,view
82,1293885,BahirDar,3,158,view
13,3609393,AddisAbaba,1,326,view
23,3587606,DireDawa,3,318,buy
89,3185246,AddisAbaba,4,307,save
32,1811022,Hawassa,3,473,buy
52,921855,BahirDar,4,236,view
37,3849817,DireDawa,2,219,buy
36,2156573,Adama,2,255,save
98,2228709,Hawassa,2,448,click
21,2553774,BahirDar,5,101,click
70,3998719,Hawassa,4,184,save
49,3017336,DireDawa,5,282,click
11,1434738,BahirDar,2,468,save
60,3244548,BahirDar,5,239,buy
90,2459301,BahirDar,1,481,buy
49,3978557,Adama,5,418,view
44,960696,Hawassa,3,445,buy
79,2058950,BahirDar,2,269,view
81,863304,BahirDar,4,197,view
47,3666797,Adama,2,182,buy
86,2338162,AddisAbaba,1,315,click
48,2993300,Adama,1,265,buy
32,2674729,Adama,1,223,save
94,2484052,Adama,2,356,click
73,2884990,DireDawa,1,184,view
8,1011438,Hawassa,3,270,click
94,2062058,Adama,3,384,click
51,2371364,Hawassa,1,469,click
37,2727622,Adama,2,332,click
53,994457,Adama,1,306,view
9,2055054,Hawassa,5,103,save
59,2140740,AddisAbaba,2,159,click
95,3264165,Hawassa,2,151,save
10,2794670,DireDawa,5,123,save
16,978905,BahirDar,4,370,click
68,3212380,BahirDar,4,142,buy
13,3099129,DireDawa,1,292,buy
46,1139448,DireDawa,5,129,click
7,823796,AddisAbaba,1,493,view
74,3875685,BahirDar,4,224,view
81,3904731,DireDawa,2,179,click
22,1666506,BahirDar,4,265,view
50,2568114,DireDawa,1,460,click
41,3493726,BahirDar,3,434,view
1,3669282,AddisAbaba,3,260,buy
93,1400400,Adama,5,263,save
22,3359171,Hawassa,5,287,buy
96,1387500,DireDawa,1,403,save
95,1501505,Adama,4,417,click
2,2983908,BahirDar,2,124,save
63,2553449,Adama,2,430,view
4,3004378,BahirDar,4,383,save
82,1015802,AddisAbaba,1,260,click
63,952913,Hawassa,1,371,buy
12,3641766,BahirDar,3,320,view
34,2149376,Adama,4,201,buy
29,1253433,DireDawa,4,318,click
64,1241808,Adama,3,213,save
1,1302325,DireDawa,1,470,click
2,1305781,Hawassa,5,482,save
99,2756354,BahirDar,4,232,view
22,847455,DireDawa,5,356,save
92,1853944,BahirDar,1,396,buy
84,3243006,DireDawa,2,414,save
74,2262498,BahirDar,4,365,buy
27,2466957,Hawassa,3,223,save
97,2460983,AddisAbaba,5,316,click
91,1451571,DireDawa,5,167,click
55,866155,Adama,4,289,buy
3,3101353,AddisAbaba,2,353,buy
12,3020951,Hawassa,1,188,view
25,1619186,Hawassa,1,167,buy
15,1325450,DireDawa,4,473,save
81,1267302,AddisAbaba,4,240,view
65,2390386,DireDawa,3,295,save
38,1321632,BahirDar,4,302,save
4,2172204,AddisAbaba,5,139,click
59,1242208,DireDawa,2,374,view
33,2267404,Adama,5,326,save
7,1962499,BahirDar,1,217,buy
92,3040077,AddisAbaba,1,259,view
62,2620899,AddisAbaba,3,137,view
51,3613906,Adama,2,438,view
3,926232,BahirDar,1,142,buy
30,3168613,Adama,2,349,view
22,3131831,Hawassa,5,206,save
65,812489,DireDawa,4,375,buy
32,885658,BahirDar,3,154,view
1,2412783,Adama,5,107,buy
10,2171932,Hawassa,2,236,click
20,1600434,Adama,5,286,view
82,1271892,AddisAbaba,3,444,click
34,2751712,BahirDar,4,351,save
50,1334535,AddisAbaba,2,122,buy
98,1592766,BahirDar,3,247,view
58,1337897,DireDawa,5,424,buy
79,3122962,AddisAbaba,2,465,buy
58,2311816,DireDawa,1,428,click
6,3678070,DireDawa,5,347,click
61,1609620,BahirDar,3,374,view
87,2468259,BahirDar,3,430,save
61,2856394,BahirDar,5,344,buy
53,2709125,DireDawa,4,162,view
18,2700347,Hawassa,2,379,view
58,2309293,DireDawa,3,295,view
69,2159744,Hawassa,5,140,click
99,3951479,AddisAbaba,4,439,click
72,3947398,AddisAbaba,2,102,buy
16,1228018,Adama,2,390,buy
29,1109903,DireDawa,4,335,click
93,2952920,AddisAbaba,5,468,save
96,3069421,Hawassa,4,353,save
26,3140475,Hawassa,4,462,save
100,1991278,AddisAbaba,5,127,click
71,2838990,Hawassa,4,163,save
5,1220279,BahirDar,2,180,view
27,2870231,Adama,1,397,click
43,1976973,AddisAbaba,4,252,click
36,1565079,Hawassa,5,142,save
43,1769258,Hawassa,3,281,save
79,1899064,AddisAbaba,5,311,buy
62,1605720,DireDawa,4,165,view
51,3501670,AddisAbaba,4,212,save
55,3490248,BahirDar,1,360,view
32,3632340,AddisAbaba,2,416,click
98,3816739,BahirDar,4,489,click
24,2195256,DireDawa,1,208,buy
88,2939437,AddisAbaba,3,202,buy
22,3685546,AddisAbaba,3,124,buy
72,2117275,BahirDar,5,241,buy
11,3653064,Adama,3,474,save
44,870108,AddisAbaba,2,488,view
10,1594217,BahirDar,2,137,click
81,2330837,Hawassa,3,446,click
57,2379038,BahirDar,4,350,view
75,1300268,DireDawa,1,465,view
10,2733578,DireDawa,3,330,save
82,2873820,AddisAbaba,2,260,view
93,2926980,Hawassa,3,103,save
2,3813761,Adama,3,184,save
74,3117213,AddisAbaba,1,207,click
72,1506850,AddisAbaba,5,337,view
16,2635448,Hawassa,2,256,buy
72,2104716,Hawassa,4,242,view
27,2530176,DireDawa,4,135,view
74,2670882,BahirDar,2,243,buy
13,877540,AddisAbaba,2,256,buy
64,2650692,Hawassa,2,212,click
96,2492815,Hawassa,4,294,save
28,1317113,Adama,3,488,buy
34,1309890,AddisAbaba,4,245,click
31,1724780,AddisAbaba,4,127,save
1,1178378,AddisAbaba,3,258,buy
67,1196719,AddisAbaba,4,170,click
47,1101853,AddisAbaba,2,435,view
85,1914365,DireDawa,1,226,buy
96,3672279,BahirDar,5,151,buy
25,3225872,DireDawa,2,318,save
6,3448859,Adama,1,221,click
9,2548411,Adama,3,294,buy
60,2464862,DireDawa,3,272,click
44,2002060,AddisAbaba,2,343,save
55,3830659,Adama,3,338,view
100,1705012,BahirDar,2,332,save
37,2161838,AddisAbaba,1,347,view
68,892306,DireDawa,1,283,save
13,2253466,AddisAbaba,1,277,view
90,1770552,AddisAbaba,4,206,save
69,1676690,Adama,5,297,save
88,2222889,Hawassa,3,428,view
13,2614333,BahirDar,5,144,save
31,2726020,DireDawa,3,272,buy
91,1974519,BahirDar,3,252,click
53,3255398,BahirDar,3,302,click
70,1860616,BahirDar,5,220,view
97,965923,Hawassa,5,492,click
59,1736416,Adama,2,307,view
71,3937510,AddisAbaba,5,460,save
68,3916509,BahirDar,3,367,save
79,1052097,BahirDar,4,287,save
91,3673503,BahirDar,5,331,save
18,2157819,AddisAbaba,2,339,save
51,3488643,Hawassa,3,180,buy
76,2368963,BahirDar,3,344,save
60,3416934,DireDawa,2,220,click
80,2266343,AddisAbaba,5,181,view
9,1662883,DireDawa,3,413,buy
12,3054295,DireDawa,3,174,view
99,1078192,AddisAbaba,1,246,save
42,1958053,AddisAbaba,3,151,click
78,3540676,BahirDar,2,317,buy
92,1539156,Hawassa,4,351,view
84,3086966,AddisAbaba,3,430,view
30,2832099,BahirDar,1,268,save
75,1693484,DireDawa,5,405,view
9,3590037,Hawassa,1,490,buy
13,3680882,Adama,4,324,view
73,1851782,DireDawa,5,177,click
45,3383791,DireDawa,2,266,view
12,800808,Hawassa,2,125,view
30,2810681,Adama,3,274,buy
16,2795482,DireDawa,4,453,save
100,2399411,BahirDar,4,161,save
88,835454,AddisAbaba,3,125,click
33,2455331,AddisAbaba,5,392,view
50,3224351,AddisAbaba,1,438,buy
43,3087416,AddisAbaba,4,215,save
58,2944983,DireDawa,3,124,view
92,1005637,Hawassa,1,187,save
77,3130774,AddisAbaba,2,160,view
89,1794601,AddisAbaba,5,196,buy
77,3476004,Hawassa,5,493,save
19,2383338,AddisAbaba,2,478,click
31,3471255,AddisAbaba,4,206,buy
28,3739676,BahirDar,5,337,view
66,2339937,BahirDar,4,424,save
64,1363218,AddisAbaba,2,378,view
4,3096883,Adama,2,339,save
40,2552402,BahirDar,4,431,click
40,2723648,DireDawa,4,386,buy
27,3487065,BahirDar,5,221,view
62,3039599,BahirDar,2,287,buy
14,2746762,Adama,1,286,click
75,3262387,AddisAbaba,3,139,click
99,1577729,Hawassa,4,463,click
33,1899343,Adama,2,185,click
87,911449,Hawassa,5,228,view
34,3041391,AddisAbaba,3,304,view
43,1156059,DireDawa,5,165,save
47,1239050,AddisAbaba,1,154,buy
25,3744247,Adama,2,323,save
85,2431279,Adama,2,293,save
36,3575373,BahirDar,1,467,save
26,3157622,BahirDar,3,177,buy
24,2729927,DireDawa,1,443,save
41,3205214,Hawassa,4,357,save
72,1963992,DireDawa,4,369,buy
16,2251077,AddisAbaba,1,383,click
7,2375090,AddisAbaba,2,495,buy
9,3068643,Hawassa,5,110,buy
12,3068536,Hawassa,3,439,buy
88,3399382,Adama,1,460,buy
14,3568746,Hawassa,3,233,save
73,2528457,Adama,3,144,buy
13,3598591,DireDawa,5,223,save
12,962921,DireDawa,5,324,click
25,2362901,Adama,2,474,click
26,2085105,DireDawa,3,182,click
36,2798173,AddisAbaba,5,297,click
80,2120620,Hawassa,3,293,buy
35,3559945,BahirDar,4,401,view
26,1318784,AddisAbaba,4,354,view
61,1828342,Hawassa,4,177,save
17,1531522,AddisAbaba,1,163,click
26,3446508,Hawassa,3,495,buy
45,3787205,AddisAbaba,4,170,click
51,3578916,Hawassa,2,293,click
4,1187147,AddisAbaba,5,244,save
56,3211529,Adama,4,294,save
61,3603518,Adama,1,290,view
3,2836117,Hawassa,3,178,buy
25,2837358,AddisAbaba,5,118,click
9,2365272,DireDawa,1,163,view
40,1072997,Adama,1,300,click
88,3799594,DireDawa,3,424,save
67,1504353,Hawassa,2,443,view
25,1375138,Hawassa,1,333,save
2,916225,Adama,3,153,save
70,1221271,Hawassa,4,141,click
13,3443674,Hawassa,4,144,view
40,3698007,Hawassa,5,409,view
15,1156367,Hawassa,3,209,click
41,836051,DireDawa,2,230,view
22,2599068,DireDawa,5,446,click
72,1381691,Adama,5,123,buy
84,1358941,Hawassa,4,284,save
57,1133613,DireDawa,1,353,click
7,1127480,DireDawa,5,410,view
67,1436929,BahirDar,2,407,save
43,3755293,AddisAbaba,5,185,click
66,3598722,Adama,5,347,buy
33,969170,DireDawa,4,434,click
81,2021185,AddisAbaba,4,327,view
47,2682454,Adama,3,367,save
74,1278132,Hawassa,4,423,save
72,3475947,BahirDar,3,147,save
18,2681611,BahirDar,1,182,view
8,3762670,BahirDar,4,105,buy
65,1149587,Hawassa,2,377,save
16,1092774,Hawassa,4,284,save
59,3027167,BahirDar,2,318,view
86,3225937,AddisAbaba,1,167,view
72,2919077,AddisAbaba,3,266,buy
46,3600757,DireDawa,3,308,click
58,837078,DireDawa,3,289,view
32,2564967,Hawassa,4,164,click
87,1779845,BahirDar,1,299,save
49,3595728,Adama,5,261,view
33,887783,Hawassa,1,105,view
53,1746630,DireDawa,1,197,click
57,1370728,BahirDar,3,304,save
70,820587,Hawassa,4,203,save
76,3201512,Hawassa,1,276,view
38,3703264,BahirDar,5,397,buy
58,3328335,DireDawa,1,395,click
18,1072789,AddisAbaba,1,371,view
48,1142646,DireDawa,3,439,click
93,1505632,DireDawa,4,121,save
1,2139510,BahirDar,5,210,buy
28,1792036,BahirDar,4,275,buy
28,3636116,BahirDar,3,384,view
24,3452389,Adama,5,172,view
20,1553787,BahirDar,1,382,save
7,3527892,AddisAbaba,4,335,click
48,1147941,DireDawa,2,237,click
46,1649975,Adama,2,277,save
83,1903674,AddisAbaba,1,398,save
42,2591378,Adama,5,246,click
13,1904966,DireDawa,4,386,save
43,810806,DireDawa,4,402,buy
32,2916198,BahirDar,1,142,view
53,3692434,Hawassa,4,458,click
81,3975560,Hawassa,2,113,save
16,3353134,BahirDar,4,333,buy
87,1040815,DireDawa,2,345,buy
64,3058510,DireDawa,2,292,buy
19,800841,BahirDar,2,399,buy
59,3515043,AddisAbaba,4,416,save
19,1785860,Adama,5,413,click
68,3151445,Adama,5,281,view
37,3893330,Adama,2,485,buy
13,2078776,Adama,2,109,click
30,1485254,AddisAbaba,5,321,save
10,1992537,AddisAbaba,5,304,save
39,2601063,BahirDar,3,206,click
74,1353034,AddisAbaba,3,374,save
23,2579164,BahirDar,5,362,save
53,1117009,Adama,1,413,save
82,2777920,BahirDar,3,139,view
89,2437420,DireDawa,2,401,click
56,3480611,Hawassa,2,455,save
11,2638941,AddisAbaba,1,185,save
66,1350997,Adama,3,276,click
16,3474297,Adama,5,376,click
38,1700518,Adama,3,343,buy
21,2246490,Hawassa,4,322,buy
47,3859668,AddisAbaba,4,479,buy
42,2198785,Hawassa,4,363,buy
98,1526371,Adama,5,344,save
45,3210696,Adama,1,375,view
44,983949,AddisAbaba,2,231,click
53,813760,Adama,3,370,view
99,1239172,Hawassa,2,494,buy
31,3766376,Hawassa,4,421,view
60,835379,DireDawa,4,132,click
67,2259975,DireDawa,3,103,save
42,2255277,Hawassa,3,286,save
36,3272901,DireDawa,1,143,buy
96,1123188,Adama,1,474,click
94,2698268,Hawassa,3,453,save
7,1891088,Hawassa,2,120,save
83,1723818,BahirDar,3,483,view
54,2050918,Adama,2,208,click
26,2468722,DireDawa,3,342,click
76,3216144,AddisAbaba,1,171,view
69,3057872,BahirDar,4,440,buy
68,1617849,DireDawa,2,383,view
80,3713993,Adama,5,142,save
95,3735939,Hawassa,5,315,buy
81,825739,BahirDar,3,330,save
65,1111980,AddisAbaba,2,211,click
56,3408781,Hawassa,2,408,buy
33,2291151,Adama,4,495,buy
17,2387068,DireDawa,3,207,save
54,3407481,Adama,4,247,click
50,3110446,Hawassa,4,484,save
89,3034731,DireDawa,5,480,view
51,1831586,BahirDar,3,164,buy
85,3999208,DireDawa,1,189,save
29,2685319,BahirDar,1,237,buy
12,1290948,Adama,5,365,view
56,2752416,Hawassa,3,203,buy
1,2222352,Adama,2,310,save
77,3927320,AddisAbaba,3,264,buy
80,2233730,Hawassa,2,311,click
16,2937457,BahirDar,1,483,view
21,1206006,Hawassa,2,423,save
46,2225792,Hawassa,3,302,view
89,3752682,Hawassa,2,476,buy
27,2011353,BahirDar,4,342,view
99,1708726,DireDawa,3,165,click
78,1650995,BahirDar,1,165,buy
59,1725540,Adama,1,234,save
85,2733432,Hawassa,1,162,view
34,883574,BahirDar,2,252,buy
57,2059097,Adama,3,118,buy
47,3729971,AddisAbaba,3,447,click
15,3194662,AddisAbaba,1,174,save
97,3316286,DireDawa,4,283,click
93,3466403,BahirDar,2,148,view
20,2703772,DireDawa,1,320,save
41,2599205,Hawassa,4,344,click
31,1970457,Hawassa,3,134,click
19,2279376,Adama,3,475,buy
19,3430448,DireDawa,4,344,click
30,2351446,AddisAbaba,3,117,save
68,2793047,AddisAbaba,1,210,save
5,1271901,Hawassa,2,427,save
12,1178654,BahirDar,1,116,view
79,2144652,Hawassa,3,281,view
6,3301100,Hawassa,2,327,save
57,3509365,AddisAbaba,4,142,buy
57,1482280,Hawassa,5,360,save
21,3047964,Adama,2,400,view
81,1883486,Adama,2,438,buy
69,3768932,Adama,2,177,buy
91,1548965,AddisAbaba,3,114,view
20,1849411,AddisAbaba,5,434,buy
40,1159527,Hawassa,4,274,click
65,3426855,BahirDar,3,378,buy
80,3153664,Adama,3,303,buy
69,3415257,DireDawa,2,347,click
14,3083862,Hawassa,5,378,view
96,1975731,AddisAbaba,2,169,save
67,2866928,BahirDar,1,225,buy
71,2621432,DireDawa,2,221,view
13,2385469,AddisAbaba,4,147,view
41,2699678,Adama,2,414,buy
58,1323119,DireDawa,4,499,click
56,2527840,BahirDar,5,271,buy
24,3084827,Adama,5,398,click
63,2001040,BahirDar,2,391,buy
100,990873,DireDawa,4,193,save
3,2120381,AddisAbaba,4,274,save
68,3037833,BahirDar,2,130,click
75,2070430,AddisAbaba,5,467,buy
96,1776217,BahirDar,1,150,buy
59,2719157,AddisAbaba,5,497,save
94,3792761,AddisAbaba,3,456,click
29,2384340,AddisAbaba,5,275,buy
41,3073927,Adama,5,396,save
5,1511665,BahirDar,4,320,click
17,3119998,Adama,5,409,buy
86,3101980,AddisAbaba,1,261,click
51,2900300,Hawassa,3,421,click
98,1646725,DireDawa,3,168,save
50,2156427,DireDawa,3,392,save
75,2004752,DireDawa,1,376,buy
9,3037958,DireDawa,3,138,save
71,1378405,DireDawa,5,302,save
56,3365769,Hawassa,1,217,save
67,2219549,DireDawa,3,303,view
1,3352001,Hawassa,3,276,save
62,3148734,Hawassa,3,274,save
3,3674471,AddisAbaba,5,439,view
38,1013017,Adama,5,372,save
8,1731693,Adama,5,314,buy
80,3096805,Hawassa,3,359,click
49,3763868,AddisAbaba,3,422,click
51,1875606,BahirDar,4,101,save
58,2902400,AddisAbaba,1,218,click
15,3263236,Adama,2,280,save
90,3472697,Adama,4,234,view
9,3224315,AddisAbaba,5,228,click
29,1856913,Adama,3,139,view
73,1563437,AddisAbaba,4,487,view
36,3570579,Hawassa,3,376,save
56,3621575,BahirDar,5,247,save
83,2094939,AddisAbaba,5,434,click
8,2731629,BahirDar,4,331,click
28,2398717,DireDawa,4,321,view
14,1416943,DireDawa,2,207,click
90,1207345,Adama,4,199,view
17,3173568,Hawassa,2,164,click
52,3806761,Adama,4,257,save
11,2855842,AddisAbaba,4,171,click
48,3021966,AddisAbaba,4,157,view
97,1502830,BahirDar,1,278,save
40,3188852,AddisAbaba,4,325,buy
61,1044150,Adama,4,300,save
66,2142747,Adama,5,134,view
64,1631300,DireDawa,3,304,save
85,1761992,DireDawa,4,468,save
99,1240822,Adama,4,201,buy
2,1500624,Hawassa,1,408,view
80,3833866,DireDawa,4,451,save
45,2217004,Adama,4,459,click
56,1345590,BahirDar,1,197,save
39,2677434,Adama,5,234,save
67,3619118,AddisAbaba,5,414,click
56,2167489,Hawassa,1,443,save
86,1984778,BahirDar,4,321,save
63,3863278,AddisAbaba,4,198,buy
51,2860969,AddisAbaba,2,281,click
78,3457470,Adama,3,212,view
38,2883584,AddisAbaba,3,396,buy
65,1968013,DireDawa,2,164,click
6,3764595,DireDawa,1,344,click
56,2929900,BahirDar,2,466,save
57,3883182,AddisAbaba,1,195,save
73,3466836,Adama,4,353,save
20,2912426,AddisAbaba,5,497,save
46,1117411,Adama,5,254,save
40,2155689,DireDawa,3,440,click
57,3211879,DireDawa,5,202,buy
23,962594,AddisAbaba,1,381,click
31,2204144,Adama,5,191,click
39,3769362,DireDawa,2,252,buy
56,2346029,BahirDar,1,206,click
11,3827175,Adama,4,176,click
3,3088453,BahirDar,4,306,buy
81,1205989,Adama,3,228,buy
9,2896466,BahirDar,5,460,buy
85,3223599,BahirDar,4,388,buy
51,1887754,AddisAbaba,2,127,click
60,2577223,Hawassa,1,309,click
50,2210546,DireDawa,5,351,buy
98,3323621,Adama,2,145,save
53,1387761,AddisAbaba,2,265,click
98,3977404,AddisAbaba,2,302,click
45,1915471,DireDawa,1,200,buy
14,2419390,BahirDar,5,180,click
58,1223723,AddisAbaba,2,413,view
15,1333132,Adama,4,122,save
10,2265092,Adama,4,283,click
66,1555295,Hawassa,3,348,save
13,1456410,BahirDar,5,118,click
42,2492894,AddisAbaba,5,321,buy
4,1739308,Adama,1,230,click
19,2342702,DireDawa,3,121,save
95,1288020,DireDawa,5,448,save
89,2382624,Hawassa,2,199,buy
99,3803668,AddisAbaba,4,370,click
65,2715853,BahirDar,4,303,view
39,871621,BahirDar,3,278,click
27,3532131,Adama,3,307,click
59,816852,DireDawa,3,279,buy
49,3598671,Hawassa,4,427,click
21,2609312,AddisAbaba,2,415,buy
8,2132063,BahirDar,5,320,click
43,1869885,DireDawa,2,374,buy
29,2867277,BahirDar,5,354,save
62,2720504,BahirDar,3,198,save
77,2813016,Hawassa,2,351,buy
82,3076770,Hawassa,2,431,click
81,2781077,AddisAbaba,3,217,buy
32,1004422,DireDawa,4,361,save
34,2570378,Hawassa,3,480,buy
76,2882332,BahirDar,2,448,click
39,2535367,Hawassa,2,420,save
53,3470335,DireDawa,3,110,view
56,3757957,Adama,4,231,save
