user_id,price,location,bedrooms,property_id,action
12,1099198,AddisAbaba,3,451,save
40,2774553,BahirDar,4,335,click
64,2365883,Hawassa,1,342,click
34,2391195,DireDawa,3,147,save
36,2852159,AddisAbaba,3,206,buy
25,3437736,Adama,2,255,view
43,3862247,DireDawa,2,164,save
74,3614811,Hawassa,4,422,save
12,3037405,Adama,3,355,save
96,2761992,Adama,2,355,save
36,2884653,BahirDar,3,341,click
41,1671361,DireDawa,3,449,view
58,949642,Hawassa,2,165,click
41,877795,BahirDar,1,450,buy
82,2342903,AddisAbaba,1,122,view
26,3662080,AddisAbaba,3,188,click
34,2993138,Hawassa,4,480,click
62,2316791,AddisAbaba,4,317,click
30,1182405,Hawassa,2,404,view
54,2115545,AddisAbaba,4,367,save
21,2108925,DireDawa,1,244,click
67,1128263,Hawassa,3,304,view
27,3562118,Hawassa,5,204,click
27,1878473,AddisAbaba,5,372,buy
81,1928418,DireDawa,1,419,click
25,2130529,Hawassa,4,131,buy
7,3299998,Hawassa,3,260,click
62,1646217,Hawassa,3,274,save
40,2052019,BahirDar,4,206,buy
68,2362689,Adama,3,304,buy
54,1978991,BahirDar,5,277,save
15,3029694,AddisAbaba,1,428,view
89,3502406,DireDawa,5,118,buy
39,3933172,BahirDar,3,442,buy
49,2385892,BahirDar,1,416,click
71,2447976,AddisAbaba,3,446,click
53,1844008,AddisAbaba,4,364,save
76,1412453,Hawassa,3,428,view
92,1297639,AddisAbaba,2,316,view
66,2369134,DireDawa,2,346,view
99,2156286,Adama,3,145,view
21,890935,AddisAbaba,4,354,click
55,1409114,AddisAbaba,3,380,view
99,3803838,DireDawa,4,129,save
26,1776241,AddisAbaba,3,327,buy
100,3268482,DireDawa,5,468,click
1,1082186,Adama,5,413,save
53,2579995,DireDawa,3,100,view
43,1062898,DireDawa,5,173,click
40,1197001,Hawassa,4,230,click
23,3820562,DireDawa,3,241,save
48,2007147,DireDawa,4,298,save
24,3551096,DireDawa,3,209,save
84,2333958,DireDawa,1,301,buy
99,803482,Adama,5,431,view
97,1117669,DireDawa,1,225,view
2,2791038,Adama,5,205,buy
49,1424963,Hawassa,3,176,click
78,1609844,AddisAbaba,2,308,view
92,3478262,Adama,4,476,view
49,3610692,BahirDar,4,117,view
51,3930264,BahirDar,5,234,save
12,2327787,DireDawa,1,345,view
40,870290,Adama,2,439,view
38,2151087,Adama,4,298,view
95,3487526,Hawassa,5,248,save
86,3626538,Adama,3,308,view
73,2987138,Hawassa,4,158,save
93,2268617,Hawassa,2,354,save
52,1659095,Hawassa,4,282,buy
22,840091,BahirDar,3,313,save
84,1888632,Hawassa,2,314,view
40,3938144,Hawassa,5,241,save
51,2462947,DireDawa,3,108,view
54,1275311,Adama,5,429,click
88,2354286,DireDawa,4,137,save
51,2558599,DireDawa,2,281,view
41,1336491,Adama,4,291,save
70,2917216,BahirDar,1,221,view
28,1503416,Hawassa,5,213,click
78,3914534,Hawassa,2,360,save
20,1353418,Hawassa,1,301,buy
95,3788148,DireDawa,5,354,buy
42,3630765,DireDawa,3,328,buy
7,2845219,BahirDar,5,103,save
16,2043550,DireDawa,3,393,buy
58,3496724,BahirDar,2,122,view
68,2301226,Adama,4,216,click
98,2137475,Hawassa,1,134,save
79,3693649,BahirDar,1,463,click
83,1684334,DireDawa,3,275,save
74,3774103,DireDawa,4,276,view
53,2864201,BahirDar,2,381,click
95,2918973,AddisAbaba,3,303,save
87,1430142,AddisAbaba,3,462,view
68,1857579,DireDawa,1,448,save
7,940847,Adama,1,117,click
39,3659113,AddisAbaba,3,481,click
12,2218170,DireDawa,5,373,save
6,3762386,Hawassa,3,458,buy
62,3665352,BahirDar,4,189,click
70,2885255,Adama,1,361,save
77,2229242,Adama,4,489,save
42,3716215,BahirDar,5,235,save
31,2113615,AddisAbaba,4,126,click
87,910365,AddisAbaba,1,120,buy
23,1431881,AddisAbaba,2,425,view
49,3993084,BahirDar,5,456,view
32,2382631,Adama,4,411,save
75,2224163,Hawassa,5,169,click
25,2980806,AddisAbaba,1,197,buy
16,1637995,Adama,3,293,save
3,3225699,Adama,2,245,save
16,868966,BahirDar,4,400,view
14,2030409,DireDawa,2,433,view
26,2956704,Hawassa,1,225,click
76,3636435,BahirDar,3,289,buy
21,1235755,Hawassa,3,143,click
98,2580525,AddisAbaba,5,138,click
33,1775733,Hawassa,1,182,buy
78,3260518,Adama,4,358,view
22,1447631,BahirDar,5,158,view
85,1716770,DireDawa,2,163,click
54,2671251,Hawassa,1,294,click
49,1841722,DireDawa,5,163,click
94,1700874,DireDawa,1,109,buy
10,2060735,AddisAbaba,5,253,buy
23,983237,Adama,2,394,click
81,2246115,BahirDar,3,176,click
64,2099256,AddisAbaba,1,207,click
41,1231772,Adama,2,200,save
70,1050147,Hawassa,4,438,view
58,3504637,Hawassa,4,411,buy
35,1572246,Hawassa,5,102,click
97,1825519,BahirDar,4,317,save
32,1995384,BahirDar,4,447,save
44,2344566,Adama,3,469,view
18,3815814,Adama,3,221,click
15,1516767,DireDawa,5,452,click
19,1457400,BahirDar,4,447,view
6,1019866,BahirDar,2,204,buy
6,2441259,Hawassa,1,500,buy
38,3018882,BahirDar,3,120,click
51,1189010,Adama,4,454,click
8,3976360,Adama,5,438,save
90,3528044,BahirDar,3,223,save
18,2239850,Adama,1,177,save
10,3090144,Adama,4,114,buy
13,955932,AddisAbaba,4,418,buy
15,2486096,BahirDar,5,222,view
21,2678414,DireDawa,2,146,buy
60,2734015,Hawassa,5,162,buy
52,1270528,BahirDar,3,194,view
59,2880058,Hawassa,2,146,save
94,2306862,BahirDar,1,278,view
46,1632183,BahirDar,2,235,buy
2,2497413,DireDawa,1,216,save
49,3944591,BahirDar,3,450,buy
25,3864478,AddisAbaba,4,367,buy
46,2123644,Adama,4,437,click
6,1132080,BahirDar,3,354,save
25,2608297,Adama,3,372,buy
87,2056448,Adama,2,356,view
33,3635508,DireDawa,4,482,view
43,826411,AddisAbaba,2,283,view
28,2206696,DireDawa,1,381,view
83,1684781,AddisAbaba,1,481,save
48,1083616,DireDawa,4,459,buy
99,2132088,Adama,5,113,click
24,2692241,DireDawa,3,289,click
15,2633826,Adama,5,358,buy
93,1381302,DireDawa,5,244,save
28,2585997,AddisAbaba,5,349,click
40,3705892,AddisAbaba,1,488,click
74,2346362,Hawassa,5,348,buy
74,2725998,DireDawa,4,500,save
48,3513370,AddisAbaba,5,279,save
36,2455490,Hawassa,2,410,click
5,3829532,DireDawa,3,216,buy
21,1670835,DireDawa,5,219,buy
72,3435210,DireDawa,1,270,view
79,1407567,BahirDar,4,438,view
74,1417754,AddisAbaba,1,369,buy
34,3467767,BahirDar,2,295,buy
80,2502146,Hawassa,2,498,buy
99,1748738,AddisAbaba,5,310,click
27,3241277,Adama,5,397,click
77,3708016,Hawassa,1,140,view
48,1124043,Hawassa,5,456,save
38,1536597,DireDawa,4,414,view
81,1564918,AddisAbaba,1,351,buy
52,1534926,DireDawa,1,212,save
79,1504454,Hawassa,2,460,buy
9,2302099,AddisAbaba,1,332,save
1,2681012,DireDawa,2,393,save
11,1269834,Adama,5,379,buy
16,2652165,BahirDar,2,320,save
68,3511319,DireDawa,1,374,buy
32,3832407,Adama,4,398,click
53,3153463,AddisAbaba,3,102,save
88,1497634,Adama,5,126,buy
69,979687,Hawassa,4,394,view
26,3577299,Adama,4,477,save
61,3814431,DireDawa,4,279,click
61,2739019,BahirDar,5,292,buy
34,2477953,Hawassa,4,121,view
37,1887553,AddisAbaba,1,387,view
13,1804139,AddisAbaba,2,450,buy
4,2324128,AddisAbaba,4,443,buy
37,3983686,Hawassa,3,228,buy
22,2971778,BahirDar,3,482,save
86,1836606,Hawassa,2,500,view
71,3219191,DireDawa,1,139,view
86,3275267,BahirDar,3,414,buy
39,1022937,Adama,4,473,buy
11,2188418,AddisAbaba,2,188,save
69,903700,Adama,5,185,click
15,1561934,BahirDar,4,475,save
60,2171649,Adama,2,223,view
73,3468842,BahirDar,4,457,view
47,2428733,AddisAbaba,1,449,buy
19,1999131,DireDawa,4,455,click
24,2715155,Adama,5,135,buy
93,960684,BahirDar,1,224,view
14,3187709,Hawassa,4,479,buy
84,3726691,AddisAbaba,3,188,click
17,3432088,Adama,1,139,buy
71,3871391,AddisAbaba,3,328,save
39,3007735,BahirDar,3,126,click
13,1687070,Adama,3,456,click
31,3978468,AddisAbaba,2,341,click
62,3239228,DireDawa,4,333,view
53,1886357,Adama,3,225,save
10,1853429,Hawassa,4,499,view
90,2220258,Adama,3,147,view
48,3133312,AddisAbaba,4,416,click
22,2776160,DireDawa,3,485,view
46,1100544,DireDawa,2,297,view
25,3404610,Adama,5,473,buy
99,3232446,BahirDar,1,132,buy
50,3685841,AddisAbaba,1,198,view
74,2701439,BahirDar,5,371,buy
30,2409680,Adama,4,165,click
63,1662416,AddisAbaba,1,274,buy
31,1236102,BahirDar,3,422,save
91,1356131,BahirDar,4,182,buy
36,1370526,Adama,1,463,view
38,1037984,DireDawa,2,120,buy
22,1078458,AddisAbaba,4,268,save
30,1593233,DireDawa,2,155,buy
82,3943412,Hawassa,3,400,save
63,2504671,Hawassa,4,276,buy
59,1221559,AddisAbaba,2,131,save
63,1581878,BahirDar,5,217,view
51,2572262,BahirDar,2,452,buy
63,3545760,DireDawa,4,229,buy
11,3976027,AddisAbaba,2,403,buy
48,2533955,Hawassa,2,498,buy
70,3955911,DireDawa,2,444,view
57,2212619,Hawassa,1,262,save
45,2116792,AddisAbaba,3,133,view
66,976992,Hawassa,5,101,save
32,1462635,BahirDar,2,175,buy
66,2216699,Hawassa,5,124,buy
98,1837512,BahirDar,5,117,save
89,3102556,DireDawa,5,441,click
2,2760035,DireDawa,5,267,save
11,1535984,DireDawa,3,378,click
95,3315377,Adama,4,279,save
37,2128482,BahirDar,3,283,click
9,1300849,AddisAbaba,4,163,view
73,2992938,BahirDar,5,134,save
27,1101047,DireDawa,1,340,save
47,1951153,BahirDar,2,208,click
14,1285953,BahirDar,3,192,click
23,3025467,Adama,2,237,click
53,2166485,Hawassa,3,478,buy
81,3775925,DireDawa,4,284,view
81,2597814,BahirDar,1,248,save
26,3103595,AddisAbaba,2,332,save
74,1984660,Hawassa,5,163,save
22,2908971,AddisAbaba,3,405,view
38,3633552,Adama,4,229,save
44,915560,BahirDar,2,145,view
15,1210809,DireDawa,1,308,click
6,2695661,Adama,4,472,save
45,3036146,AddisAbaba,2,398,view
72,2274214,DireDawa,4,199,buy
22,1841439,BahirDar,5,223,buy
58,1125481,AddisAbaba,4,369,click
18,2904915,DireDawa,3,387,click
55,3543473,DireDawa,3,376,view
57,910925,Hawassa,2,386,buy
44,1922020,BahirDar,1,279,save
12,2092884,Adama,3,327,view
68,1118460,AddisAbaba,5,313,buy
2,2946002,Hawassa,3,222,view
49,3836253,DireDawa,2,176,click
50,2985889,BahirDar,5,225,save
37,2429209,Hawassa,1,271,buy
77,1266096,BahirDar,5,127,save
40,3144715,Hawassa,3,275,save
9,2784192,Adama,1,247,view
30,1105529,Adama,5,271,view
76,1051752,Hawassa,2,483,view
59,1511156,DireDawa,3,288,click
79,3809798,Hawassa,1,445,save
16,3358824,DireDawa,1,365,view
59,3361678,DireDawa,3,384,click
41,1907063,AddisAbaba,2,281,click
48,1801961,BahirDar,5,392,click
43,2246802,Hawassa,3,380,save
6,2970084,Adama,3,299,buy
48,1585660,AddisAbaba,3,157,view
93,2912175,AddisAbaba,4,201,click
37,2789503,Hawassa,3,373,save
44,2032736,DireDawa,5,354,save
31,1245919,Hawassa,3,262,view
22,1093165,BahirDar,2,223,buy
16,2007932,Hawassa,4,335,view
16,3514645,Hawassa,2,172,save
44,2445584,AddisAbaba,3,442,buy
47,1082710,DireDawa,2,361,save
54,1788785,Adama,3,498,buy
17,2669018,Adama,5,374,view
86,2036011,Hawassa,5,356,buy
93,1405876,AddisAbaba,3,494,save
37,2811640,DireDawa,5,123,save
59,1792300,Adama,1,103,save
33,1815405,Adama,4,184,save
78,977769,BahirDar,1,134,view
44,2642012,AddisAbaba,1,282,buy
66,3260017,BahirDar,1,365,save
42,2562466,DireDawa,4,379,click
24,2474381,AddisAbaba,4,200,save
80,1500126,Hawassa,4,369,buy
54,2362040,DireDawa,2,112,click
85,2867574,Adama,5,457,click
21,1220556,Adama,5,330,view
39,1332491,Adama,2,269,view
25,1109034,AddisAbaba,3,282,view
79,900659,Adama,2,282,click
5,843541,Hawassa,1,200,buy
68,2422124,Hawassa,4,372,buy
51,2432523,BahirDar,2,278,buy
77,1036101,AddisAbaba,5,367,buy
69,1574493,BahirDar,5,133,view
37,937890,Adama,5,476,view
80,2857519,Hawassa,2,310,save
14,2954252,Hawassa,5,393,save
69,2183680,DireDawa,2,310,view
78,3856532,AddisAbaba,3,111,view
30,2801379,Adama,2,158,buy
28,1109561,Adama,3,354,view
76,1896177,BahirDar,1,236,click
93,2502296,AddisAbaba,5,414,view
5,2720149,AddisAbaba,4,107,save
14,2497932,Adama,5,178,buy
23,822465,Hawassa,1,495,buy
49,3836882,Adama,2,316,view
54,2646690,DireDawa,1,423,view
41,3559410,BahirDar,2,236,save
22,2154550,Adama,2,232,view
36,3178859,AddisAbaba,2,391,buy
64,2600803,DireDawa,2,270,click
43,816304,AddisAbaba,4,349,buy
44,1846722,Hawassa,3,423,buy
25,1785038,Adama,4,342,click
43,1953547,AddisAbaba,2,266,save
18,2093807,Hawassa,1,266,view
21,3753413,Adama,5,316,view
9,3616333,DireDawa,4,129,save
38,2801549,Hawassa,4,491,click
48,3176704,Hawassa,1,169,buy
30,3399201,BahirDar,5,308,save
93,3389117,Adama,5,108,save
41,3222603,Hawassa,4,269,click
31,3883326,Adama,4,155,save
13,3953172,DireDawa,3,139,view
68,2674720,BahirDar,3,158,view
4,2072014,Adama,3,276,buy
70,3912536,AddisAbaba,1,409,buy
92,1864033,BahirDar,2,400,click
45,1958381,BahirDar,1,292,save
97,2754042,BahirDar,1,152,view
98,3251950,Adama,3,273,save
57,3899935,AddisAbaba,3,376,click
60,836122,Hawassa,2,384,view
1,2925935,DireDawa,3,344,view
25,1424924,BahirDar,5,152,buy
88,3823141,DireDawa,3,466,click
28,1981672,Hawassa,3,379,save
22,1819665,Adama,2,479,save
44,3738784,DireDawa,2,376,view
52,1025045,DireDawa,1,445,view
33,1218504,BahirDar,4,263,save
8,2970589,AddisAbaba,3,269,click
31,971644,AddisAbaba,3,436,view
97,2628534,AddisAbaba,5,157,buy
17,2951193,BahirDar,5,414,save
6,1830582,Hawassa,3,498,view
96,3864163,BahirDar,2,242,save
77,1714043,AddisAbaba,5,330,buy
53,1110573,Adama,4,491,save
19,847378,DireDawa,1,361,buy
20,2114465,DireDawa,2,205,view
71,1819073,Hawassa,4,479,view
75,1173257,DireDawa,4,270,buy
63,3799491,BahirDar,4,341,buy
100,1957861,BahirDar,4,475,view
77,1793857,DireDawa,2,417,view
48,1120805,DireDawa,4,384,save
10,1487239,DireDawa,2,470,click
43,3699855,BahirDar,1,118,view
35,3240797,DireDawa,2,178,save
74,2512111,AddisAbaba,3,301,view
88,2671311,AddisAbaba,3,233,view
47,3907932,Adama,1,332,view
57,2276638,DireDawa,2,229,view
37,1783152,DireDawa,3,393,save
25,2818537,Hawassa,5,168,buy
78,2834136,DireDawa,3,485,buy
88,3573636,AddisAbaba,5,234,view
41,2610291,BahirDar,2,437,view
42,1762807,Hawassa,5,109,buy
12,1037354,AddisAbaba,2,500,buy
78,3367877,BahirDar,5,455,save
97,3025861,BahirDar,3,480,save
11,3647090,AddisAbaba,4,363,click
76,2006597,DireDawa,3,291,view
71,1085670,BahirDar,2,313,view
39,2122512,DireDawa,3,110,buy
25,939491,DireDawa,4,213,save
28,1003039,AddisAbaba,5,180,click
34,1540928,Hawassa,5,394,buy
74,2724019,Hawassa,3,257,buy
27,1772356,DireDawa,4,250,save
15,2293057,Hawassa,3,137,view
39,3058019,AddisAbaba,1,176,view
45,2475283,Hawassa,5,293,buy
78,857247,Hawassa,1,240,buy
95,2492434,Adama,5,388,click
61,1820806,AddisAbaba,5,143,buy
34,3220724,AddisAbaba,3,335,view
66,3302102,Adama,2,374,save
76,932844,BahirDar,3,260,click
78,2923271,Adama,3,405,view
27,1818785,Hawassa,2,184,click
31,1247895,DireDawa,4,441,click
43,1990696,BahirDar,4,289,buy
8,2402360,AddisAbaba,2,191,click
49,3844581,Hawassa,1,412,save
100,1880811,AddisAbaba,1,236,save
95,2274755,BahirDar,3,486,view
25,1610785,Adama,5,240,view
21,3760131,Adama,2,357,view
89,2370583,Adama,3,203,click
86,3720769,BahirDar,3,266,buy
57,2430528,BahirDar,5,465,buy
52,2285876,Adama,1,147,view
1,3284417,DireDawa,2,208,view
12,1310736,AddisAbaba,5,460,view
61,3740638,Hawassa,5,259,view
63,3142799,AddisAbaba,3,127,buy
62,1269013,AddisAbaba,5,369,click
79,1506854,Hawassa,5,486,click
1,3516644,AddisAbaba,2,213,save
21,3813339,DireDawa,1,341,view
66,1835007,Hawassa,3,103,save
61,1989129,DireDawa,2,253,save
11,2347898,Adama,4,434,click
2,1382449,AddisAbaba,4,136,save
29,1149726,DireDawa,3,284,click
62,2714329,Hawassa,4,431,view
67,1107048,DireDawa,3,186,save
13,2502484,BahirDar,4,384,save
35,2169269,BahirDar,2,334,view
48,2511643,BahirDar,4,146,save
75,2270119,BahirDar,1,425,save
79,3252120,AddisAbaba,5,402,view
40,2837613,BahirDar,4,427,buy
44,2194867,Hawassa,5,236,save
2,1897589,DireDawa,4,245,click
75,2404123,AddisAbaba,1,173,buy
93,2442182,AddisAbaba,1,203,view
27,2872542,DireDawa,4,177,buy
92,3749458,Hawassa,4,373,view
17,1799998,BahirDar,1,192,save
55,2594485,BahirDar,1,154,save
96,1209105,Hawassa,4,406,click
56,3889682,BahirDar,5,255,save
10,2448941,Adama,4,485,view
71,2751999,Adama,5,345,save
5,1469660,BahirDar,1,286,view
26,1389148,AddisAbaba,4,228,click
81,2492010,BahirDar,2,135,buy
80,837578,AddisAbaba,5,363,view
98,2737485,BahirDar,3,500,view
49,1458663,Hawassa,3,120,view
28,3190033,Hawassa,5,448,view
48,3623356,DireDawa,4,136,view
18,2776763,DireDawa,5,233,save
44,2508188,AddisAbaba,3,185,click
65,3534675,DireDawa,3,362,click
82,2963910,Adama,3,252,view
57,3407269,Hawassa,2,398,buy
82,3796266,Adama,4,358,buy
38,2803569,Hawassa,4,477,click
5,3078045,AddisAbaba,5,218,click
28,2183935,AddisAbaba,4,440,save
67,2780416,Hawassa,1,360,save
98,2142332,DireDawa,1,219,save
58,1671095,Hawassa,4,346,click
75,1381730,DireDawa,1,313,view
94,945767,AddisAbaba,5,310,view
68,2744552,Adama,1,148,view
85,1878830,AddisAbaba,2,396,click
31,1599985,DireDawa,3,201,save
46,2487248,DireDawa,5,204,click
64,3933375,BahirDar,2,340,buy
16,3902964,AddisAbaba,3,248,click
29,3780683,BahirDar,5,436,view
95,3271035,DireDawa,3,310,click
95,2884285,Adama,1,412,click
45,3118208,Hawassa,2,439,click
91,1219977,AddisAbaba,4,387,click
98,1670213,AddisAbaba,3,475,buy
58,1764449,DireDawa,4,415,view
2,3723135,AddisAbaba,2,309,buy
43,1096233,AddisAbaba,2,155,save
67,1244519,Adama,5,359,view
27,2259205,AddisAbaba,2,418,buy
29,2611146,Hawassa,3,356,click
4,1883814,DireDawa,1,358,save
70,3713374,BahirDar,2,259,buy
69,2114656,Hawassa,4,321,view
39,2590121,AddisAbaba,3,127,buy
75,1311306,Hawassa,3,221,buy
11,2328610,AddisAbaba,1,372,buy
82,911267,AddisAbaba,1,419,view
27,1956854,Hawassa,1,330,click
94,1157726,BahirDar,2,483,save
92,2919703,DireDawa,3,387,click
71,3959365,BahirDar,5,384,buy
33,2773781,BahirDar,3,465,buy
5,2822015,Adama,3,151,click
91,2206995,Hawassa,3,238,click
44,3829986,AddisAbaba,5,226,view
35,1163783,Adama,5,410,save
2,3796928,DireDawa,4,148,buy
58,1741784,Hawassa,4,100,buy
92,3741180,BahirDar,5,330,view
100,1528823,Adama,5,421,view
71,3087766,BahirDar,2,123,buy
98,2280792,DireDawa,1,128,save
88,2739138,BahirDar,5,278,buy
40,2913136,Hawassa,5,315,click
81,3993245,Hawassa,1,382,view
93,2484837,AddisAbaba,1,498,buy
7,1621081,DireDawa,5,152,click
6,3458605,AddisAbaba,1,275,buy
85,2040479,Hawassa,3,252,buy
60,2560204,Hawassa,2,122,click
82,3432175,AddisAbaba,2,139,buy
32,1777503,AddisAbaba,2,417,save
4,1033180,Adama,3,411,view
69,1038531,Hawassa,1,468,buy
82,1787374,BahirDar,1,413,view
91,2843601,BahirDar,4,429,save
25,3576067,Hawassa,5,152,click
17,2086224,AddisAbaba,5,459,view
1,3429295,Hawassa,1,459,click
57,2724791,BahirDar,4,260,save
73,1029212,Adama,4,349,buy
76,2323301,AddisAbaba,4,402,click
26,2215475,Hawassa,5,428,click
8,3436142,Adama,1,138,buy
74,3875649,Adama,2,495,click
82,2888728,BahirDar,2,382,click
22,2323865,DireDawa,1,217,buy
65,1735939,Adama,5,396,click
22,2815088,DireDawa,5,384,save
32,1741945,Adama,1,147,save
14,1509058,Adama,1,376,click
13,2471026,AddisAbaba,2,473,view
52,2329529,AddisAbaba,1,313,save
14,2410906,AddisAbaba,4,168,buy
21,3528078,DireDawa,4,246,view
22,3595770,AddisAbaba,4,343,save
18,1201333,AddisAbaba,4,116,click
63,2051964,Hawassa,5,120,view
56,2200771,DireDawa,4,200,click
96,1821126,BahirDar,3,159,buy
30,1919363,AddisAbaba,3,179,view
46,1678222,BahirDar,2,226,buy
57,3924240,Hawassa,4,454,view
53,3715641,AddisAbaba,5,105,click
65,3903080,DireDawa,1,452,save
15,2423148,AddisAbaba,3,299,save
3,3240353,Hawassa,3,200,view
99,3649222,Adama,1,210,view
88,2415121,BahirDar,5,436,buy
23,837702,AddisAbaba,4,441,click
95,1054845,BahirDar,4,142,click
20,3588595,BahirDar,1,163,buy
49,937642,BahirDar,2,389,click
13,919273,Hawassa,4,452,buy
69,2970308,AddisAbaba,1,386,click
62,2220840,DireDawa,3,160,view
28,3975998,Hawassa,4,455,save
41,3093943,DireDawa,4,432,view
90,2906733,Hawassa,4,407,buy
80,3085407,DireDawa,2,466,buy
74,999289,Hawassa,1,406,save
46,3692016,Hawassa,4,346,save
66,1390828,Hawassa,1,424,buy
79,1206262,Adama,2,406,view
74,3916369,BahirDar,4,449,view
49,1087499,Hawassa,2,213,view
15,1003469,AddisAbaba,1,453,view
46,2320695,DireDawa,1,220,buy
73,2952862,DireDawa,1,297,save
64,3852776,AddisAbaba,4,164,buy
73,3581300,Hawassa,2,451,buy
29,1946625,Hawassa,5,112,view
53,3644338,Adama,3,158,click
72,3691780,AddisAbaba,4,302,click
100,1959577,Hawassa,1,385,buy
85,2046536,DireDawa,2,394,buy
81,3045614,AddisAbaba,4,353,save
86,1804796,DireDawa,1,298,buy
67,1010216,AddisAbaba,5,412,buy
77,3444865,Adama,3,177,view
74,2393573,BahirDar,1,166,click
92,3135271,DireDawa,1,293,buy
40,3148497,DireDawa,1,424,buy
45,2603525,BahirDar,5,198,buy
42,1630449,Adama,5,305,click
9,1529228,AddisAbaba,4,434,view
75,1341512,DireDawa,4,155,buy
79,2547712,BahirDar,3,308,save
6,2005631,DireDawa,4,223,view
8,3560902,AddisAbaba,5,346,view
49,1698511,DireDawa,5,329,view
19,1863017,Adama,1,119,click
60,1461473,Hawassa,1,147,click
57,1507534,Hawassa,5,406,save
71,1243727,AddisAbaba,2,447,buy
30,3379675,Hawassa,1,419,view
17,3308354,BahirDar,3,493,save
94,3865595,Adama,5,136,save
19,2270944,Adama,5,356,buy
81,1664538,Adama,2,483,buy
28,865944,AddisAbaba,5,430,click
32,1482034,BahirDar,2,159,buy
65,2731424,Adama,4,180,view
60,1368193,DireDawa,2,218,buy
50,2066302,DireDawa,1,129,click
100,3832845,Hawassa,1,187,save
8,1373220,DireDawa,4,187,buy
22,3251449,AddisAbaba,3,244,buy
50,2849573,Adama,3,228,buy
11,1795888,Hawassa,2,143,save
63,1048968,Adama,2,378,buy
55,1760838,AddisAbaba,5,193,click
38,3490609,Hawassa,3,156,save
18,955822,Hawassa,2,355,buy
7,1639051,Adama,4,317,click
58,1074099,Hawassa,1,160,buy
76,2262268,BahirDar,5,475,view
6,2404164,DireDawa,4,182,click
99,1428767,Adama,4,354,save
89,1362265,DireDawa,1,416,buy
55,2514522,BahirDar,2,492,view
59,3625830,Hawassa,1,215,save
13,1726679,Adama,5,492,save
27,1601055,Adama,1,380,save
40,3477498,AddisAbaba,5,341,buy
91,2858292,DireDawa,5,468,buy
18,2676402,BahirDar,1,418,click
73,1664291,BahirDar,4,254,save
40,3762537,BahirDar,5,348,save
23,3796489,BahirDar,2,202,click
34,3733126,DireDawa,4,377,view
13,2300594,Adama,3,250,buy
70,1324197,AddisAbaba,5,486,click
69,1831792,Adama,2,313,save
96,3179389,AddisAbaba,4,204,buy
88,1140251,BahirDar,4,192,buy
